City,,Day_of_Week,Ride_Distance_KM,Ride_Type,Weather,Available_Drivers,Demand_Level,Hour_of_Day,Is_Weekend,Ride_Priority,Time_of_Day,Surge_Multiplier
Hà Nội,,4,10.39,Xe ViP,Mưa Bão,0.938221,0.621326,2,0,93.88,Chiều,1.36
Hà Nội,,0,3.32,Xe ViP,Mưa,0.759549,0.995112,19,0,91.67,Cao điểm Sáng,2.43
Hồ Chí Minh,,5,1.81,Xe Máy,Mưa,0.852509,0.957079,4,1,96.8,Đêm,1.28
Đà Nẵng,,4,13.07,Xe ViP,Nắng,0.630583,0.930505,14,0,86.18,Đêm,1.45
Hải Phòng,,3,16.09,Xe ViP,Mưa Bão,0.619392,0.857394,2,0,97.26,Đêm,1.64
Hải Phòng,,2,17.19,Xe ViP,Mưa Bão,0.477269,0.894075,1,0,92.42,Chiều,1.96
Cần Thơ,,5,3.5,Xe Máy,Mưa,0.661376,0.675916,2,1,90.38,Cao điểm Sáng,2.37
Hải Phòng,,0,6.4,Xe ViP,Mưa,0.995046,0.669487,19,0,90.23,Đêm,1.39
Hải Phòng,,0,2.16,Xe Máy,Nhiều Mây,0.970236,0.960088,1,0,92.43,Cao điểm Tối,1.14
Hải Phòng,,1,10.41,Ô Tô 4 Chỗ,Nhiều Mây,0.94587,0.767022,10,0,96.48,Chiều,1
Hải Phòng,,6,1.51,Ô Tô 4 Chỗ,Nắng,0.644761,0.940287,10,1,88.48,Cao điểm Sáng,1.65
Cần Thơ,,6,4.96,Ô Tô 4 Chỗ,Nắng,0.278417,0.445593,20,1,86.7,Cao điểm Tối,1.3
Hải Phòng,,2,3.7,Ô Tô 4 Chỗ,Nắng,0.646715,0.457607,23,0,92.8,Chiều,1
Hồ Chí Minh,,4,0.85,Xe Máy,Mưa,0.544963,0.743763,20,0,87.2,Đêm,1.4
Hồ Chí Minh,,1,3.7,Xe ViP,Mưa,0.753332,0.634602,18,0,86.35,Cao điểm Tối,2.45
Hải Phòng,,6,17.47,Xe ViP,Mưa Bão,0.811603,0.403407,4,1,88.7,Chiều,1.11
Đà Nẵng,,4,13.32,Ô Tô 4 Chỗ,Mưa Bão,0.688401,0.520584,2,0,92.54,Cao điểm Tối,2.45
Cần Thơ,,5,15.11,Xe ViP,Mưa,0.837842,0.687053,8,1,91.89,Đêm,1.13
Đà Nẵng,,4,6.01,Ô Tô 4 Chỗ,Mưa,0.76581,0.660593,2,0,96.06,Đêm,1.27
Hồ Chí Minh,,0,8.44,Xe ViP,Nhiều Mây,0.895734,0.880459,16,0,83.83,Đêm,1
Hồ Chí Minh,,3,12.77,Xe Máy,Mưa Bão,0.937406,0.850098,5,0,85.75,Cao điểm Tối,1.53
Hải Phòng,,6,1.02,Ô Tô 4 Chỗ,Nắng,0.928794,0.960031,14,1,93.23,Cao điểm Tối,1
Hà Nội,,5,5.73,Xe Máy,Mưa Bão,0.613027,0.473121,6,1,87.55,Cao điểm Tối,2.32
Đà Nẵng,,5,19.97,Xe Máy,Mưa Bão,0.925925,0.574271,2,1,90.24,Đêm,1.34
Cần Thơ,,6,19.59,Ô Tô 4 Chỗ,Mưa,0.603165,0.621197,10,1,94.81,Chiều,1.25
Hải Phòng,,0,0.79,Xe Máy,Nắng,0.91301,0.532254,4,0,90.24,Đêm,1
Đà Nẵng,,0,12.2,Xe ViP,Mưa Bão,0.509876,0.99031,14,0,91.61,Cao điểm Tối,2.51
Hồ Chí Minh,,0,6.8,Xe Máy,Nhiều Mây,0.770986,0.691405,9,0,88.93,Cao điểm Sáng,1.37
Hà Nội,,1,15.48,Xe ViP,Nắng,0.85142,0.857913,14,0,87.28,Cao điểm Tối,1.35
Đà Nẵng,,0,15.44,Ô Tô 4 Chỗ,Mưa Bão,0.569817,0.609444,4,0,89.41,Chiều,1.28
Hà Nội,,0,15.62,Xe ViP,Nắng,0.451277,0.414743,6,0,88.76,Cao điểm Sáng,1.22
Cần Thơ,,1,2.54,Ô Tô 4 Chỗ,Mưa,0.6236,0.978659,7,0,87.53,Chiều,1.77
Hà Nội,,1,18.83,Xe ViP,Nắng,0.531776,0.946879,22,0,90.88,Cao điểm Sáng,1.78
Hồ Chí Minh,,3,11.88,Ô Tô 4 Chỗ,Mưa Bão,0.749658,0.744791,1,0,89.52,Cao điểm Tối,1.57
Hà Nội,,0,15.05,Xe ViP,Nắng,0.841433,0.446031,1,0,97.8,Cao điểm Tối,1.33
Hà Nội,,5,13.98,Xe ViP,Nhiều Mây,0.938775,0.565534,21,1,95.76,Cao điểm Sáng,1.29
Cần Thơ,,6,14.4,Ô Tô 4 Chỗ,Mưa,0.392734,0.603203,7,1,95.47,Cao điểm Tối,2.13
Đà Nẵng,,2,4.26,Ô Tô 4 Chỗ,Nhiều Mây,0.929197,0.764198,15,0,86.78,Cao điểm Sáng,1.37
Hải Phòng,,3,16.97,Xe ViP,Nhiều Mây,0.912014,0.72767,5,0,91.41,Đêm,1
Hải Phòng,,3,11.65,Xe Máy,Mưa,0.52155,0.643958,14,0,97.23,Đêm,1.53
Cần Thơ,,4,6.2,Xe ViP,Mưa,0.321453,0.887104,16,0,95.56,Chiều,1.97
Hồ Chí Minh,,1,15.76,Ô Tô 4 Chỗ,Mưa Bão,0.420379,0.634906,12,0,87.46,Chiều,1.7
Đà Nẵng,,1,5.93,Xe ViP,Nắng,0.539485,0.862049,18,0,98.93,Cao điểm Sáng,1.64
Hồ Chí Minh,,2,14.72,Xe Máy,Nắng,0.535842,0.754323,9,0,88.63,Chiều,1.33
Hà Nội,,3,13.43,Ô Tô 4 Chỗ,Nắng,0.282871,0.484844,4,0,95.08,Đêm,1.3
Đà Nẵng,,1,9.49,Xe Máy,Nhiều Mây,0.218447,0.655993,19,0,88,Đêm,1.66
Hồ Chí Minh,,2,9.29,Xe Máy,Nắng,0.450445,0.773144,17,0,86.03,Đêm,1.48
Hải Phòng,,1,8.16,Ô Tô 4 Chỗ,Nắng,0.700156,0.951965,5,0,93.38,Chiều,1.38
Hồ Chí Minh,,2,0.83,Ô Tô 4 Chỗ,Nắng,0.918584,0.820458,15,0,94,Chiều,1
Cần Thơ,,4,17.83,Ô Tô 4 Chỗ,Mưa,0.284456,0.472812,21,0,87.59,Chiều,1.47
Hải Phòng,,2,1.3,Xe ViP,Nhiều Mây,0.587442,0.892195,9,0,96.63,Chiều,1.46
Cần Thơ,,5,9.23,Ô Tô 4 Chỗ,Mưa Bão,0.808841,0.535332,20,1,94.12,Cao điểm Sáng,2.41
Hà Nội,,0,16.98,Ô Tô 4 Chỗ,Nhiều Mây,0.435401,0.613556,13,0,89.6,Cao điểm Tối,1.45
Hà Nội,,5,7.58,Ô Tô 4 Chỗ,Mưa,0.3749,0.447164,18,1,91.63,Đêm,1.3
Đà Nẵng,,2,16.19,Xe ViP,Mưa,0.520651,0.536722,23,0,89.74,Đêm,1.27
Cần Thơ,,6,0.6,Ô Tô 4 Chỗ,Nhiều Mây,0.649223,0.473796,0,1,96.49,Đêm,1
Đà Nẵng,,3,16.81,Xe ViP,Nhiều Mây,0.902473,0.532372,10,0,91.02,Cao điểm Tối,1.37
Đà Nẵng,,0,1.82,Ô Tô 4 Chỗ,Nhiều Mây,0.794375,0.61604,10,0,92.03,Cao điểm Sáng,1.14
Đà Nẵng,,1,0.9,Xe Máy,Nhiều Mây,0.861311,0.743271,6,0,92.09,Chiều,1
Hồ Chí Minh,,0,11.9,Ô Tô 4 Chỗ,Mưa,0.879374,0.668925,18,0,96.29,Đêm,1.3
Hồ Chí Minh,,2,3.68,Xe Máy,Nhiều Mây,0.557701,0.732086,3,0,94.6,Cao điểm Tối,1.51
Đà Nẵng,,1,10.85,Ô Tô 4 Chỗ,Mưa,0.570441,0.841448,6,0,91.43,Chiều,1.8
Hà Nội,,2,18.56,Xe ViP,Mưa Bão,0.335948,0.780547,15,0,89.06,Chiều,1.83
Hải Phòng,,3,16.58,Ô Tô 4 Chỗ,Mưa,0.688491,0.837666,23,0,95.84,Đêm,1.54
Hà Nội,,4,11.9,Xe Máy,Nắng,0.875809,0.952619,15,0,87.45,Cao điểm Sáng,1.35
Cần Thơ,,4,4.32,Ô Tô 4 Chỗ,Nhiều Mây,0.362757,0.507661,19,0,99.22,Cao điểm Sáng,1.5
Hà Nội,,0,7.74,Xe Máy,Nhiều Mây,0.560787,0.492626,0,0,89.07,Cao điểm Tối,1.3
Cần Thơ,,6,12.81,Xe Máy,Nhiều Mây,0.415842,0.872674,10,1,96.75,Cao điểm Tối,1.99
Hồ Chí Minh,,0,1.37,Xe Máy,Nắng,0.945147,0.570822,1,0,92.93,Đêm,1
Cần Thơ,,5,0.78,Ô Tô 4 Chỗ,Nắng,0.930181,0.784346,5,1,89.2,Đêm,1
Đà Nẵng,,1,3.27,Ô Tô 4 Chỗ,Nhiều Mây,0.304039,0.424779,2,0,94.6,Cao điểm Tối,1.43
Hải Phòng,,2,15.2,Xe Máy,Mưa Bão,0.30153,0.636872,23,0,90.41,Chiều,1.8
Cần Thơ,,0,9.98,Xe Máy,Nhiều Mây,0.827777,0.741154,4,0,88.54,Đêm,1
Cần Thơ,,5,13.21,Ô Tô 4 Chỗ,Nắng,0.308401,0.530475,3,1,92.82,Cao điểm Sáng,1.5
Hà Nội,,2,12.55,Xe ViP,Nắng,0.713513,0.785948,21,0,88.2,Cao điểm Tối,1.44
Hà Nội,,4,2.15,Xe Máy,Nhiều Mây,0.994333,0.536121,1,0,95.91,Đêm,1
Đà Nẵng,,4,13.89,Xe Máy,Nắng,0.424636,0.742626,0,0,90.05,Đêm,1.48
Hồ Chí Minh,,2,12.95,Xe ViP,Nhiều Mây,0.439074,0.702116,16,0,95.32,Cao điểm Sáng,1.5
Hà Nội,,6,18.79,Ô Tô 4 Chỗ,Mưa,0.931573,0.852901,19,1,90.19,Cao điểm Sáng,2.15
Cần Thơ,,1,8.82,Xe ViP,Mưa Bão,0.792568,0.94345,13,0,96.1,Chiều,1.55
Cần Thơ,,3,7.13,Xe ViP,Mưa Bão,0.392876,0.845468,6,0,90.09,Cao điểm Tối,3.05
Cần Thơ,,4,1.43,Ô Tô 4 Chỗ,Nhiều Mây,0.339518,0.693136,9,0,83.88,Đêm,1.53
Cần Thơ,,5,1.89,Xe Máy,Mưa Bão,0.235811,0.840002,19,1,97.42,Chiều,2.27
Hà Nội,,6,7.14,Xe ViP,Mưa Bão,0.926603,0.793264,22,1,90.4,Chiều,1.21
Hà Nội,,4,9.66,Ô Tô 4 Chỗ,Nắng,0.865224,0.885067,10,0,90.94,Chiều,1.03
Hà Nội,,5,15.46,Xe Máy,Mưa Bão,0.273843,0.585753,4,1,90.51,Chiều,1.85
Cần Thơ,,5,5.73,Xe ViP,Nhiều Mây,0.907548,0.461626,21,1,86.49,Cao điểm Tối,1.27
Hà Nội,,2,16.3,Xe Máy,Nhiều Mây,0.68791,0.456613,0,0,87.65,Chiều,1
Đà Nẵng,,2,12.05,Xe ViP,Nhiều Mây,0.233979,0.789875,23,0,95.81,Chiều,1.83
Hà Nội,,3,18.26,Xe ViP,Nhiều Mây,0.338722,0.728871,4,0,86.91,Cao điểm Tối,1.88
Hải Phòng,,1,8.23,Xe Máy,Nhiều Mây,0.616474,0.641523,10,0,92.88,Cao điểm Tối,1.17
Cần Thơ,,3,19.06,Xe Máy,Mưa,0.980565,0.618865,5,0,92.34,Cao điểm Sáng,2.14
Cần Thơ,,3,8.7,Xe ViP,Mưa,0.870258,0.81242,8,0,85.54,Cao điểm Sáng,2.24
Hà Nội,,5,9.02,Ô Tô 4 Chỗ,Mưa Bão,0.479356,0.686119,4,1,90.37,Cao điểm Tối,1.85
Đà Nẵng,,3,5.72,Ô Tô 4 Chỗ,Nhiều Mây,0.912979,0.825424,5,0,83.42,Chiều,1
Hà Nội,,2,2.72,Xe ViP,Nắng,0.585448,0.879903,8,0,96.42,Đêm,1.44
Hải Phòng,,4,14.96,Xe Máy,Mưa Bão,0.859274,0.921305,5,0,93.49,Cao điểm Sáng,2.29
Hải Phòng,,2,12.89,Ô Tô 4 Chỗ,Mưa,0.201765,0.888281,0,0,95.47,Cao điểm Sáng,2.67
Hồ Chí Minh,,5,7.24,Xe Máy,Mưa Bão,0.59876,0.841491,14,1,86.1,Cao điểm Sáng,2.62
Cần Thơ,,2,0.93,Xe Máy,Nhiều Mây,0.32384,0.679382,0,0,90.47,Chiều,1.53
Hồ Chí Minh,,1,18.21,Xe Máy,Mưa,0.249909,0.863032,20,0,86.32,Cao điểm Sáng,2.43
Đà Nẵng,,3,8.62,Xe Máy,Mưa Bão,0.746889,0.905175,4,0,88.69,Cao điểm Tối,1.84
Cần Thơ,,2,14.7,Ô Tô 4 Chỗ,Mưa Bão,0.36183,0.565716,14,0,95.75,Cao điểm Tối,2.28
Hải Phòng,,4,10.09,Xe Máy,Nắng,0.369081,0.698694,13,0,94.91,Cao điểm Sáng,1.68
Cần Thơ,,1,5.98,Xe ViP,Mưa,0.507007,0.824323,17,0,87.7,Đêm,1.7
Hồ Chí Minh,,6,1.42,Xe Máy,Nắng,0.986485,0.996836,12,1,86.55,Chiều,1.02
Hồ Chí Minh,,6,8.43,Xe Máy,Mưa,0.313644,0.422159,8,1,91.56,Chiều,1.48
Hồ Chí Minh,,5,4.44,Xe Máy,Nắng,0.37651,0.838675,19,1,95.98,Cao điểm Sáng,2.01
Hải Phòng,,2,2.55,Xe Máy,Nắng,0.824523,0.85758,18,0,96.08,Đêm,1.05
Cần Thơ,,1,9.51,Xe Máy,Nhiều Mây,0.380453,0.425584,20,0,86.17,Đêm,1.07
Hà Nội,,0,2.47,Xe ViP,Mưa Bão,0.540351,0.93893,9,0,89.28,Đêm,1.92
Cần Thơ,,3,13.21,Xe Máy,Mưa,0.471709,0.5655,22,0,89.79,Cao điểm Tối,2.58
Hồ Chí Minh,,5,15.16,Xe Máy,Nhiều Mây,0.312945,0.568282,10,1,86.78,Cao điểm Sáng,1.55
Hà Nội,,1,15.57,Xe ViP,Nhiều Mây,0.583531,0.646193,12,0,99.55,Cao điểm Tối,1.23
Đà Nẵng,,4,8.44,Xe Máy,Nhiều Mây,0.428506,0.988765,17,0,97.16,Chiều,1.84
Đà Nẵng,,2,2.12,Xe Máy,Mưa,0.689069,0.976127,6,0,89.53,Chiều,1.68
Đà Nẵng,,5,10.68,Xe Máy,Nhiều Mây,0.785453,0.452646,15,1,88.1,Đêm,1
Hải Phòng,,4,17.87,Xe ViP,Nhiều Mây,0.394259,0.906705,21,0,93.6,Cao điểm Sáng,1.96
Hồ Chí Minh,,3,1.62,Ô Tô 4 Chỗ,Nhiều Mây,0.961538,0.502331,19,0,90.45,Chiều,1
Hà Nội,,0,3.61,Xe Máy,Mưa,0.998316,0.883386,17,0,98.26,Cao điểm Tối,2.14
Hà Nội,,6,4.95,Ô Tô 4 Chỗ,Nắng,0.951801,0.593001,18,1,95.67,Đêm,1
Cần Thơ,,3,0.56,Xe Máy,Nắng,0.300198,0.480988,6,0,97.36,Đêm,1.27
Cần Thơ,,0,8.71,Ô Tô 4 Chỗ,Mưa Bão,0.24727,0.927917,10,0,87.04,Cao điểm Tối,2.68
Cần Thơ,,5,6.68,Xe Máy,Nắng,0.867995,0.758134,17,1,90.2,Đêm,1
Cần Thơ,,1,5.79,Ô Tô 4 Chỗ,Nắng,0.285011,0.575139,19,0,98.97,Đêm,1.44
Hải Phòng,,0,11.2,Xe Máy,Nhiều Mây,0.374526,0.945127,17,0,83.83,Chiều,1.86
Hải Phòng,,3,1.57,Xe ViP,Nắng,0.866079,0.84141,11,0,98.77,Cao điểm Sáng,1.22
Hải Phòng,,2,0.55,Xe ViP,Nhiều Mây,0.641312,0.941291,7,0,88.66,Chiều,1.45
Hải Phòng,,1,12.82,Xe ViP,Mưa Bão,0.434013,0.474317,14,0,94.5,Cao điểm Tối,2.49
Hà Nội,,6,7.39,Xe ViP,Nhiều Mây,0.647388,0.785223,7,1,91.68,Đêm,1.21
Hà Nội,,0,7.95,Ô Tô 4 Chỗ,Mưa,0.932489,0.532738,23,0,84.86,Đêm,1.14
Cần Thơ,,5,9.88,Ô Tô 4 Chỗ,Mưa,0.330932,0.943063,14,1,88.06,Cao điểm Tối,2.79
Hải Phòng,,3,19.11,Ô Tô 4 Chỗ,Mưa Bão,0.643941,0.772044,8,0,97.58,Chiều,1.42
Hồ Chí Minh,,6,13.34,Xe Máy,Mưa,0.774187,0.825742,9,1,85.99,Chiều,1.42
Hải Phòng,,4,3.1,Ô Tô 4 Chỗ,Mưa,0.281499,0.62838,23,0,97.03,Cao điểm Tối,2.08
Cần Thơ,,6,13.71,Xe Máy,Nắng,0.384464,0.501048,22,1,91.33,Chiều,1
Hải Phòng,,5,6.44,Xe ViP,Mưa,0.662608,0.766464,3,1,93.72,Cao điểm Sáng,2.44
Đà Nẵng,,3,3.56,Xe Máy,Nhiều Mây,0.266057,0.624926,17,0,91.36,Chiều,1.54
Hà Nội,,3,3.27,Ô Tô 4 Chỗ,Nhiều Mây,0.45345,0.69455,4,0,86.29,Cao điểm Sáng,1.73
Hồ Chí Minh,,5,3.32,Xe ViP,Mưa Bão,0.370075,0.941129,22,1,91.04,Đêm,2.15
Hải Phòng,,3,3.78,Ô Tô 4 Chỗ,Nhiều Mây,0.575546,0.698535,12,0,87.6,Cao điểm Tối,1.47
Hà Nội,,1,11.71,Xe ViP,Nhiều Mây,0.9437,0.678609,14,0,97.29,Cao điểm Sáng,1.37
Hà Nội,,2,4.27,Xe ViP,Nhiều Mây,0.304099,0.944892,20,0,86.59,Cao điểm Sáng,2.26
Hải Phòng,,0,19.84,Xe ViP,Mưa Bão,0.376354,0.646881,19,0,93.05,Cao điểm Sáng,2.88
Hải Phòng,,2,19.76,Ô Tô 4 Chỗ,Nhiều Mây,0.508374,0.606656,13,0,94.82,Cao điểm Tối,1.42
Hà Nội,,6,19.14,Xe ViP,Nắng,0.6456,0.415869,16,1,85.83,Chiều,1
Đà Nẵng,,3,19.41,Xe ViP,Nắng,0.442196,0.585698,20,0,86.27,Đêm,1.22
Cần Thơ,,2,19.59,Ô Tô 4 Chỗ,Mưa Bão,0.681926,0.769671,16,0,96.4,Đêm,1.5
Cần Thơ,,6,17.49,Xe ViP,Nắng,0.238178,0.574726,5,1,91.93,Cao điểm Sáng,1.52
Cần Thơ,,1,13.37,Ô Tô 4 Chỗ,Mưa Bão,0.793671,0.478355,22,0,95.15,Đêm,1.31
Hồ Chí Minh,,3,1.29,Xe Máy,Nhiều Mây,0.999154,0.808094,9,0,95.4,Cao điểm Tối,1.11
Đà Nẵng,,0,17.17,Xe Máy,Nhiều Mây,0.301065,0.973942,23,0,99.08,Chiều,2.01
Đà Nẵng,,5,7.57,Ô Tô 4 Chỗ,Mưa Bão,0.73984,0.570362,3,1,90.18,Chiều,1.15
Hải Phòng,,3,5.78,Xe Máy,Nhiều Mây,0.748026,0.873772,10,0,86.52,Đêm,1.19
Đà Nẵng,,0,15.72,Xe ViP,Nắng,0.284552,0.429088,0,0,87.26,Đêm,1.22
Cần Thơ,,1,14.87,Xe Máy,Nhiều Mây,0.989343,0.414744,0,0,95.33,Đêm,1
Hồ Chí Minh,,0,14.92,Xe ViP,Mưa,0.952742,0.461643,5,0,85.25,Đêm,1.29
Hà Nội,,1,4.62,Xe ViP,Mưa,0.666149,0.44849,19,0,97.05,Chiều,1.38
Cần Thơ,,0,8.26,Ô Tô 4 Chỗ,Mưa Bão,0.334272,0.822787,11,0,95.71,Cao điểm Sáng,2.56
Hải Phòng,,4,0.78,Xe ViP,Nắng,0.207686,0.47706,11,0,97.47,Cao điểm Sáng,1.76
Hồ Chí Minh,,0,7.63,Xe ViP,Nhiều Mây,0.658474,0.695459,23,0,95.51,Chiều,1.06
Hải Phòng,,2,18.12,Xe ViP,Nhiều Mây,0.682353,0.762364,23,0,92.36,Chiều,1.12
Hà Nội,,4,13.55,Xe ViP,Mưa,0.656033,0.644685,10,0,96.3,Cao điểm Tối,1.51
Hồ Chí Minh,,6,7.27,Xe Máy,Nắng,0.547116,0.968866,12,1,93.43,Chiều,1.63
Cần Thơ,,1,8.8,Xe ViP,Mưa Bão,0.83817,0.923827,14,0,95.71,Chiều,1.4
Hải Phòng,,1,15.35,Ô Tô 4 Chỗ,Nhiều Mây,0.433107,0.964399,6,0,88.98,Đêm,1.8
Hải Phòng,,2,6.33,Ô Tô 4 Chỗ,Mưa,0.872927,0.720232,14,0,93.55,Cao điểm Tối,1.79
Đà Nẵng,,2,10.61,Xe Máy,Mưa Bão,0.458861,0.994793,13,0,86.19,Cao điểm Tối,2.64
Đà Nẵng,,3,10.17,Xe ViP,Nhiều Mây,0.267061,0.447374,0,0,97.7,Cao điểm Sáng,1.38
Hồ Chí Minh,,5,19.25,Xe Máy,Nhiều Mây,0.520728,0.630054,22,1,90.03,Cao điểm Tối,1.35
Hà Nội,,0,14.11,Xe ViP,Nắng,0.528323,0.42147,3,0,87.09,Cao điểm Tối,1.19
Hồ Chí Minh,,6,0.89,Xe ViP,Mưa Bão,0.635045,0.618857,13,1,98.49,Chiều,1.37
Hồ Chí Minh,,2,4.76,Xe ViP,Nhiều Mây,0.479446,0.90644,7,0,90.92,Chiều,1.64
Hồ Chí Minh,,5,6.41,Xe ViP,Nắng,0.880049,0.942785,22,1,86.81,Chiều,1.09
Hải Phòng,,5,14.67,Xe ViP,Mưa Bão,0.253986,0.869436,8,1,87,Chiều,2.16
Đà Nẵng,,6,14.65,Xe Máy,Mưa,0.800636,0.821209,5,1,86.23,Đêm,1.21
Hà Nội,,0,19.61,Xe Máy,Nhiều Mây,0.366133,0.581021,2,0,86.38,Cao điểm Tối,1.53
Đà Nẵng,,4,1.09,Ô Tô 4 Chỗ,Mưa,0.947153,0.626203,23,0,88.69,Chiều,1.36
Đà Nẵng,,5,12.65,Xe ViP,Mưa,0.847184,0.913054,22,1,90.26,Chiều,1.27
Hải Phòng,,1,7.07,Ô Tô 4 Chỗ,Mưa,0.851189,0.55529,17,0,93.58,Cao điểm Tối,1.78
Cần Thơ,,6,6.53,Xe ViP,Mưa,0.72072,0.725582,9,1,84.1,Cao điểm Sáng,2
Đà Nẵng,,6,18.51,Xe Máy,Mưa,0.696946,0.703518,11,1,97.99,Cao điểm Sáng,2.09
Hải Phòng,,1,17.54,Xe Máy,Mưa,0.332093,0.431325,13,0,90.6,Đêm,1.32
Hồ Chí Minh,,1,6.77,Xe ViP,Mưa Bão,0.447686,0.631619,6,0,92.7,Cao điểm Tối,2.62
Cần Thơ,,4,3.44,Xe ViP,Mưa,0.261392,0.751826,20,0,87.72,Cao điểm Sáng,2.35
Hà Nội,,4,18.18,Xe ViP,Nhiều Mây,0.893434,0.581403,4,0,83.87,Cao điểm Tối,1.2
Hà Nội,,4,0.7,Xe Máy,Mưa Bão,0.664192,0.442429,5,0,85.34,Đêm,1.13
Hà Nội,,4,9.53,Xe Máy,Nhiều Mây,0.500012,0.904501,12,0,85.99,Chiều,1.61
Hải Phòng,,6,9.76,Xe Máy,Mưa,0.568711,0.761255,19,1,89.94,Đêm,1.66
Hồ Chí Minh,,3,11.86,Ô Tô 4 Chỗ,Mưa Bão,0.285335,0.606382,12,0,88.95,Đêm,1.76
Cần Thơ,,3,13.74,Xe Máy,Nhiều Mây,0.337064,0.946581,3,0,90.08,Cao điểm Sáng,2.03
Đà Nẵng,,4,13.18,Xe Máy,Mưa Bão,0.837003,0.416685,0,0,93.33,Chiều,1.18
Hà Nội,,6,9.63,Xe Máy,Mưa Bão,0.765374,0.666353,7,1,85.21,Cao điểm Tối,1.77
Hải Phòng,,3,15.76,Xe ViP,Nắng,0.814659,0.748075,11,0,85.82,Đêm,1
Hải Phòng,,2,3.76,Xe ViP,Nhiều Mây,0.891875,0.701107,21,0,94.71,Cao điểm Sáng,1.13
Cần Thơ,,3,13.78,Xe Máy,Mưa,0.880814,0.65062,17,0,92.34,Cao điểm Sáng,1.76
Hải Phòng,,0,12.7,Ô Tô 4 Chỗ,Nắng,0.623994,0.524999,13,0,96.55,Cao điểm Sáng,1.13
Hà Nội,,3,6.82,Xe Máy,Mưa Bão,0.924879,0.863816,17,0,96.61,Cao điểm Tối,1.79
Hải Phòng,,5,8.7,Xe ViP,Mưa,0.555651,0.968283,8,1,87.83,Cao điểm Tối,3.06
Cần Thơ,,3,17.9,Ô Tô 4 Chỗ,Nhiều Mây,0.346783,0.555569,14,0,90.3,Đêm,1.31
Hồ Chí Minh,,1,18.22,Ô Tô 4 Chỗ,Nắng,0.700367,0.886113,4,0,96.94,Cao điểm Tối,1.39
Cần Thơ,,3,10.12,Xe ViP,Nhiều Mây,0.695078,0.874097,8,0,84.26,Đêm,1.27
Hải Phòng,,2,18.14,Xe ViP,Mưa,0.885182,0.870967,20,0,96.81,Cao điểm Sáng,2.33
Hà Nội,,2,13.44,Xe Máy,Mưa,0.625173,0.632931,6,0,94.74,Đêm,1.36
Đà Nẵng,,3,13.89,Xe ViP,Mưa Bão,0.75109,0.84213,4,0,88.52,Cao điểm Tối,2.1
Hải Phòng,,1,2.21,Ô Tô 4 Chỗ,Mưa Bão,0.586025,0.796174,0,0,88.08,Cao điểm Sáng,2.81
Cần Thơ,,4,13.96,Xe ViP,Nhiều Mây,0.914124,0.474001,13,0,86.25,Cao điểm Tối,1.27
Hải Phòng,,5,9.29,Xe ViP,Mưa Bão,0.460112,0.695386,15,1,85.68,Chiều,1.47
Hồ Chí Minh,,3,11.44,Xe Máy,Nắng,0.771245,0.96631,20,0,95.11,Chiều,1.29
Cần Thơ,,4,12.09,Ô Tô 4 Chỗ,Nhiều Mây,0.680481,0.69622,11,0,93.43,Đêm,1.02
Hải Phòng,,6,18.27,Xe ViP,Nhiều Mây,0.486365,0.937412,19,1,92.48,Cao điểm Sáng,2.05
Hải Phòng,,4,4.29,Xe Máy,Mưa,0.736403,0.661084,7,0,87.82,Đêm,1.14
Hải Phòng,,4,6.87,Ô Tô 4 Chỗ,Mưa Bão,0.339491,0.938929,22,0,93.08,Đêm,2.01
Đà Nẵng,,3,11.01,Xe ViP,Nhiều Mây,0.983036,0.470851,1,0,94.45,Cao điểm Sáng,1.36
Hải Phòng,,1,17.33,Ô Tô 4 Chỗ,Mưa,0.943231,0.562576,12,0,89.92,Chiều,1.24
Hải Phòng,,6,8.79,Xe Máy,Nhiều Mây,0.456757,0.61784,19,1,93.81,Cao điểm Sáng,1.39
Hồ Chí Minh,,4,15.16,Ô Tô 4 Chỗ,Nhiều Mây,0.735822,0.981746,19,0,92.01,Đêm,1.37
Đà Nẵng,,5,19.83,Xe ViP,Nhiều Mây,0.939792,0.991235,5,1,84.82,Cao điểm Tối,1.06
Cần Thơ,,0,7.24,Xe Máy,Mưa,0.863641,0.858219,17,0,90.12,Chiều,1.16
Hồ Chí Minh,,5,8.52,Xe Máy,Nắng,0.594548,0.705977,7,1,92.09,Cao điểm Tối,1.47
Hà Nội,,2,13.62,Xe Máy,Nắng,0.392967,0.785844,18,0,88.95,Đêm,1.59
Hải Phòng,,3,12.39,Xe ViP,Nhiều Mây,0.385972,0.792763,7,0,93.12,Chiều,1.61
Cần Thơ,,5,15.28,Xe Máy,Mưa,0.211559,0.757312,18,1,85.81,Cao điểm Sáng,2.56
Đà Nẵng,,0,2.87,Xe Máy,Nắng,0.355387,0.915269,12,0,95.88,Cao điểm Sáng,2.09
Đà Nẵng,,6,1.29,Ô Tô 4 Chỗ,Mưa,0.369585,0.892085,5,1,85.55,Đêm,2.11
Hải Phòng,,2,6.1,Xe ViP,Nắng,0.406417,0.812306,16,0,88.1,Đêm,1.61
Cần Thơ,,4,18.89,Xe Máy,Nắng,0.383402,0.860348,10,0,97.63,Cao điểm Sáng,2.11
Cần Thơ,,4,12.22,Xe ViP,Mưa Bão,0.377284,0.465308,19,0,95.51,Chiều,1.43
